name,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,defense + hit,height_m,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,attack&defense,Total
Swanna,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,87,5120,70,473,45,White Bird Pokémon,63,1000000,75,138,1.3,Swanna,50,581,87,63,98,water,flying,24.2,5,0,150,386
Toucannon,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,Cannon Pokémon,75,1000000,80,155,1.1,Toucannon,50,733,75,75,60,normal,flying,26,7,0,150,365
Froslass,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,Snow Land Pokémon,70,1000000,70,140,1.3,Froslass,0,478,80,70,110,ice,ghost,26.6,4,0,150,400
Beautifly,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,3840,70,395,45,Butterfly Pokémon,50,1000000,60,110,1,Beautifly,50,267,100,50,65,bug,flying,28.4,3,0,150,325
Spoink,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,5120,70,330,255,Bounce Pokémon,35,800000,60,95,0.7,Spoink,50,325,70,80,60,psychic,,30.6,3,0,150,305
Frillish,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,5120,70,335,190,Floating Pokémon,50,1000000,55,105,1.2,Frillish,50,592,65,85,40,water,ghost,33,5,0,150,295
Lopunny,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,60,Rabbit Pokémon,94,1000000,65,159,1.2,Lopunny,50,428,54,96,135,normal,,33.3,4,0,150,444
Mandibuzz,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,110,215,1.2,Mandibuzz,0,630,55,95,80,dark,flying,39.5,5,0,150,445
Tentacool,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,40,5120,70,335,190,Jellyfish Pokémon,35,1250000,40,75,0.9,Tentacool,50,72,50,100,70,water,poison,45.5,1,0,150,295
Shiftry,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,3840,70,480,45,Wickid Pokémon,60,1059860,90,150,1.3,Shiftry,50,275,90,60,80,grass,dark,59.6,3,0,150,380
Armaldo,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,7680,70,495,45,Plate Pokémon,100,600000,75,175,1.5,Armaldo,88.1,348,70,80,45,rock,bug,68.2,3,0,150,370
Stantler,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,5120,70,465,45,Big Horn Pokémon,62,1250000,73,135,1.4,Stantler,50,234,85,65,85,normal,,71.2,2,0,150,370
Crobat,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,90,3840,70,535,90,Bat Pokémon,80,1000000,85,165,1.8,Crobat,50,169,70,80,130,poison,flying,75,2,0,150,445
Golisopod,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,125,5120,70,530,45,Hard Scale Pokémon,140,1000000,75,215,2,Golisopod,50,768,60,90,40,bug,water,108,7,0,150,405
Ursaring,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,5120,70,500,60,Hibernator Pokémon,75,1000000,90,165,1.8,Ursaring,50,217,75,75,55,normal,,125.8,2,0,150,370
Machamp,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,130,5120,70,505,45,Superpower Pokémon,80,1059860,90,170,1.6,Machamp,75.4,68,65,85,55,fighting,,130,1,0,150,375
Druddigon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,120,7680,70,485,45,Cave Pokémon,90,1000000,77,167,1.6,Druddigon,50,621,60,90,48,dragon,,139,5,0,150,365
Regirock,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,3,Rock Peak Pokémon,200,1250000,80,280,1.7,Regirock,,377,50,100,50,rock,,230,3,1,150,480
Beartic,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,130,5120,70,505,60,Freezing Pokémon,80,1000000,95,175,2.6,Beartic,50,614,70,80,50,ice,,260,5,0,150,375
Steelix,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,125,6400,70,610,25,Iron Snake Pokémon,230,1000000,75,305,9.2,Steelix,50,208,55,95,30,steel,ground,400,2,0,150,485
Guzzlord,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,101,30720,0,570,15,Junkivore Pokémon,53,1250000,223,276,5.5,Guzzlord,,799,97,53,43,dark,dragon,888,7,1,150,469
Toxicroak,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,Toxic Mouth Pokémon,65,1000000,83,148,1.3,Toxicroak,50,454,86,65,85,poison,fighting,44.4,4,0,151,384
Whimsicott,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,480,75,Windveiled Pokémon,85,1000000,60,145,0.7,Whimsicott,50,547,77,75,116,grass,fairy,6.6,5,0,152,413
Lanturn,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,58,5120,70,460,75,Light Pokémon,58,1250000,125,183,1.2,Lanturn,50,171,76,76,67,water,electric,22.5,2,0,152,402
Meloetta,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,128,30720,100,600,3,Melody Pokémon,90,1250000,100,190,0.6,Meloetta,,648,77,77,128,normal,psychic,6.5,5,1,154,472
Mimikyu,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,90,5120,70,476,45,Disguise Pokémon,80,1000000,55,135,0.2,Mimikyu,50,778,50,105,96,ghost,fairy,0.7,7,0,155,386
Solosis,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Cell Pokémon,40,1059860,45,85,0.3,Solosis,50,577,105,50,20,psychic,,1,5,0,155,260
Weezing,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,90,5120,70,490,60,Poison Gas Pokémon,120,1000000,65,185,1.2,Weezing,50,110,85,70,60,poison,,9.5,1,0,155,400
Lampent,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,40,5120,70,370,90,Lamp Pokémon,60,1059860,60,120,0.6,Lampent,50,608,95,60,55,ghost,fire,13,5,0,155,330
Lumineon,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,Neon Pokémon,76,600000,69,145,1.2,Lumineon,50,457,69,86,91,water,,24,4,0,155,391
Furfrou,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,472,160,Poodle Pokémon,60,1000000,75,135,1.2,Furfrou,50,676,65,90,102,normal,,28,6,0,155,392
Mienshao,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,65,125,1.4,Mienshao,50,620,95,60,105,fighting,,35.5,5,0,155,385
Vanillish,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,65,5120,70,395,120,Icy Snow Pokémon,65,1250000,51,116,1.1,Vanillish,50,583,80,75,59,ice,,41,5,0,155,330
Girafarig,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,80,5120,70,455,60,Long Neck Pokémon,65,1000000,70,135,1.5,Girafarig,50,203,90,65,85,normal,psychic,41.5,2,0,155,375
Klang,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,80,5120,70,440,60,Gear Pokémon,95,1059860,60,155,0.6,Klang,,600,70,85,50,steel,,51,5,0,155,360
Pinsir,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,155,6400,70,600,45,Stagbeetle Pokémon,120,1250000,65,185,1.5,Pinsir,50,127,65,90,105,bug,,55,1,0,155,445
Torkoal,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,470,90,Coal Pokémon,140,1000000,70,210,0.5,Torkoal,50,324,85,70,20,fire,,80.4,3,0,155,385
Klinklang,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,100,5120,70,520,30,Gear Pokémon,115,1059860,60,175,0.6,Klinklang,,601,70,85,90,steel,,81,5,0,155,420
Swalot,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,5120,70,467,75,Poison Bag Pokémon,83,1640000,100,183,1.7,Swalot,50,317,73,83,55,poison,,80,3,0,156,394
Galvantula,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,5120,70,472,75,EleSpider Pokémon,60,1000000,70,130,0.8,Galvantula,50,596,97,60,108,bug,electric,14.3,5,0,157,395
Prinplup,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,5120,70,405,45,Penguin Pokémon,68,1059860,64,132,0.8,Prinplup,88.1,394,81,76,50,water,,23,4,0,157,339
Honchkrow,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,30,Big Boss Pokémon,52,1059860,100,152,0.9,Honchkrow,50,430,105,52,71,dark,flying,27.3,4,0,157,380
Illumise,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,3840,70,430,150,Firefly Pokémon,75,1640000,65,140,0.6,Illumise,0,314,73,85,85,bug,,17.7,3,0,158,383
Tropius,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,460,200,Fruit Pokémon,83,1250000,99,182,2,Tropius,50,357,72,87,51,grass,flying,100,3,0,159,392
Pyukumuku,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,3840,70,410,60,Sea Cucumber Pokémon,130,800000,55,185,0.3,Pyukumuku,50,771,30,130,5,water,,1.2,7,0,160,350
Phione,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,Sea Drifter Pokémon,80,1250000,80,160,0.4,Phione,,489,80,80,80,water,,3.1,4,0,160,400
Plusle,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,405,200,Cheering Pokémon,40,1000000,60,100,0.4,Plusle,50,311,85,75,95,electric,,4.2,3,0,160,355
Minun,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,405,200,Cheering Pokémon,50,1000000,60,110,0.4,Minun,50,312,75,85,95,electric,,4.2,3,0,160,365
Corsola,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,55,5120,70,410,60,Coral Pokémon,95,800000,65,160,0.6,Corsola,24.6,222,65,95,35,water,rock,5,2,0,160,355
Slurpuff,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,480,140,Meringue Pokémon,86,1000000,82,168,0.8,Slurpuff,50,685,85,75,72,fairy,,5,6,0,160,400
Gloom,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,65,5120,70,395,120,Weed Pokémon,70,1059860,60,130,0.8,Gloom,50,44,85,75,40,grass,poison,8.6,1,0,160,330
Ivysaur,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,62,5120,70,405,45,Seed Pokémon,63,1059860,60,123,1,Ivysaur,88.1,2,80,80,60,grass,poison,13,1,0,160,343
Mime Jr.,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,Mime Pokémon,45,1000000,20,65,0.6,Mime Jr.,50,439,70,90,60,psychic,fairy,13,4,0,160,285
Braixen,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,59,5120,70,409,45,Fox Pokémon,58,1059860,59,117,1,Braixen,88.1,654,90,70,73,fire,,14.5,6,0,160,350
Gothorita,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,390,100,Manipulate Pokémon,70,1059860,60,130,0.7,Gothorita,24.6,575,75,85,55,psychic,,18,5,0,160,345
Abra,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20,5120,70,310,200,Psi Pokémon,15,1059860,25,40,0.9,Abra,75.4,63,105,55,90,psychic,,19.5,1,0,160,290
Accelgor,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,3840,70,495,75,Shell Out Pokémon,40,1000000,80,120,0.8,Accelgor,50,617,100,60,145,bug,,25.3,5,0,160,425
Scrafty,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,3840,70,488,90,Hoodlum Pokémon,115,1000000,65,180,1.1,Scrafty,50,560,45,115,58,dark,fighting,30,5,0,160,398
Porygon,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,395,45,Virtual Pokémon,70,1000000,65,135,0.8,Porygon,,137,85,75,40,normal,,36.5,1,0,160,335
Minior,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,100,6400,70,500,30 (Meteorite)255 (Core),Meteor Pokémon,60,1059860,60,120,0.3,Minior,,774,100,60,120,rock,flying,40,7,0,160,400
Seviper,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,5120,70,458,90,Fang Snake Pokémon,60,1640000,73,133,2.7,Seviper,50,336,100,60,65,poison,,52.5,3,0,160,358
Poliwrath,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,95,5120,70,510,45,Tadpole Pokémon,95,1059860,90,185,1.3,Poliwrath,50,62,70,90,70,water,fighting,54,1,0,160,415
Nidoqueen,0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2,92,5120,70,505,45,Drill Pokémon,87,1059860,90,177,1.3,Nidoqueen,0,31,75,85,76,poison,ground,60,1,0,160,413
Nidoking,0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2,102,5120,70,505,45,Drill Pokémon,77,1059860,81,158,1.4,Nidoking,100,34,85,75,85,poison,ground,62,1,0,160,403
Seismitoad,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,Vibration Pokémon,75,1059860,105,180,1.5,Seismitoad,50,537,85,75,74,water,ground,62,5,0,160,414
Electrode,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,490,60,Ball Pokémon,70,1000000,60,130,1.2,Electrode,,101,80,80,150,electric,,66.6,1,0,160,440
Kangaskhan,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,125,5120,70,590,45,Parent Pokémon,100,1000000,105,205,2.2,Kangaskhan,0,115,60,100,100,normal,,80,1,0,160,465
Flygon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,5120,70,520,45,Mystic Pokémon,80,1059860,80,160,2,Flygon,50,330,80,80,100,ground,dragon,82,3,0,160,420
Rapidash,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,100,5120,70,500,60,Fire Horse Pokémon,70,1000000,65,135,1.7,Rapidash,50,78,80,80,105,fire,,95,1,0,160,400
Tangrowth,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,Vine Pokémon,125,1000000,100,225,2,Tangrowth,50,465,110,50,50,grass,,128.6,4,0,160,435
Slaking,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,3840,70,670,45,Lazy Pokémon,100,1250000,150,250,2,Slaking,50,289,95,65,100,normal,,130.5,3,0,160,510
Torterra,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,5120,70,525,45,Continent Pokémon,105,1059860,95,200,2.2,Torterra,88.1,389,75,85,56,grass,ground,310,4,0,160,416
Cosmoem,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,29,30720,0,400,45,Protostar Pokémon,131,1250000,43,174,0.1,Cosmoem,,790,29,131,37,psychic,,999.9,7,1,160,371
Simisear,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,Ember Pokémon,63,1000000,75,138,1,Simisear,88.1,514,98,63,101,fire,,28,5,0,161,400
Simipour,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,Geyser Pokémon,63,1000000,75,138,1,Simipour,88.1,516,98,63,101,water,,29,5,0,161,400
Simisage,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,Thorn Monkey Pokémon,63,1000000,75,138,1.1,Simisage,88.1,512,98,63,101,grass,,30.5,5,0,161,400
Carnivine,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,Bug Catcher Pokémon,72,1250000,74,146,1.4,Carnivine,50,455,90,72,46,grass,,27,4,0,162,354
Feraligatr,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,530,45,Big Jaw Pokémon,100,1059860,85,185,2.3,Feraligatr,88.1,160,79,83,78,water,,88.8,2,0,162,425
Cobalion,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,90,20480,35,580,3,Iron Will Pokémon,129,1250000,91,220,2.1,Cobalion,,638,90,72,108,steel,fighting,250,5,1,162,490
Terrakion,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,129,20480,35,580,3,Cavern Pokémon,90,1250000,91,181,1.9,Terrakion,,639,72,90,108,rock,fighting,260,5,1,162,451
Wormadam,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,424,45,Bagworm Pokémon,95,1000000,60,155,0.5,Wormadam,0,413,69,95,36,bug,grass,6.5,4,0,164,355
Meowstic,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,466,75,Constraint Pokémon,76,1000000,74,150,0.6,Meowstic,50,678,83,81,104,psychic,,8.5,6,0,164,418
Exploud,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,5120,70,490,45,Loud Noise Pokémon,63,1059860,104,167,1.5,Exploud,50,295,91,73,68,normal,,84,3,0,164,399
Ribombee,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,55,5120,70,464,75,Bee Fly Pokémon,60,1000000,60,120,0.2,Ribombee,50,743,95,70,124,bug,fairy,0.5,7,0,165,409
Cherrim,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,450,75,Blossom Pokémon,70,1000000,70,140,0.5,Cherrim,50,421,87,78,85,grass,,9.3,4,0,165,390
Amoonguss,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,85,5120,70,464,75,Mushroom Pokémon,70,1000000,114,184,0.6,Amoonguss,50,591,85,80,30,grass,poison,10.5,5,0,165,379
Venomoth,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,65,5120,70,450,75,Poison Moth Pokémon,60,1000000,70,130,1.5,Venomoth,50,49,90,75,90,bug,poison,12.5,1,0,165,385
Xatu,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,75,5120,70,470,75,Mystic Pokémon,70,1000000,65,135,1.5,Xatu,50,178,95,70,95,psychic,flying,15,2,0,165,395
Pelipper,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,440,45,Water Bird Pokémon,100,1000000,60,160,1.2,Pelipper,50,279,95,70,65,water,flying,28,3,0,165,390
Medicham,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,5120,70,510,90,Meditate Pokémon,85,1000000,60,145,1.3,Medicham,50,308,80,85,100,fighting,psychic,31.5,3,0,165,410
Escavalier,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,3840,70,495,75,Cavalry Pokémon,105,1000000,70,175,1,Escavalier,50,589,60,105,20,bug,steel,33,5,0,165,360
Ledian,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,35,3840,70,390,90,Five Star Pokémon,50,800000,55,105,1.4,Ledian,50,166,55,110,85,bug,flying,35.6,2,0,165,355
Aerodactyl,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,135,8960,70,615,45,Fossil Pokémon,85,1250000,80,165,1.8,Aerodactyl,88.1,142,70,95,150,rock,flying,59,1,0,165,480
Scizor,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,150,6400,70,600,25,Pincer Pokémon,140,1000000,70,210,1.8,Scizor,50,212,65,100,75,bug,steel,118,2,0,165,450
Dewgong,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,70,5120,70,475,75,Sea Lion Pokémon,80,1000000,90,170,1.7,Dewgong,50,87,70,95,70,water,ice,120,1,0,165,405
Emboar,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,Mega Fire Pig Pokémon,65,1059860,110,175,1.6,Emboar,88.1,500,100,65,65,fire,fighting,150,5,0,165,405
Entei,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,20480,35,580,3,Volcano Pokémon,85,1250000,115,200,2.1,Entei,,244,90,75,100,fire,,198,2,1,165,465
Muk,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,105,5120,70,500,75,Sludge Pokémon,75,1000000,105,180,,Muk,50,89,65,100,50,poison,poison,,1,0,165,395
Klefki,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,5120,70,470,75,Key Ring Pokémon,91,800000,57,148,0.2,Klefki,50,707,80,87,75,steel,fairy,3,6,0,167,390
Oricorio,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,5120,70,476,45,Dancing Pokémon,70,1000000,75,145,0.6,Oricorio,24.6,741,98,70,93,fire,flying,3.4,7,0,168,406
Huntail,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,485,60,Deep Sea Pokémon,105,600000,55,160,1.7,Huntail,50,367,94,75,52,water,,27,3,0,169,381
Haunter,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,50,5120,70,405,90,Gas Pokémon,45,1059860,45,90,1.6,Haunter,50,93,115,55,95,ghost,poison,0.1,1,0,170,355
Misdreavus,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,435,45,Screech Pokémon,60,800000,60,120,0.7,Misdreavus,50,200,85,85,85,ghost,,1,2,0,170,375
Victreebel,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,105,5120,70,490,45,Flycatcher Pokémon,65,1059860,80,145,1.7,Victreebel,50,71,100,70,70,grass,poison,15.5,1,0,170,385
Lurantis,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,105,5120,70,480,75,Bloom Sickle Pokémon,90,1000000,70,160,0.9,Lurantis,50,754,80,90,45,grass,,18.5,7,0,170,375
Komala,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,480,45,Drowsing Pokémon,65,1250000,65,130,0.4,Komala,50,775,75,95,65,normal,,19.9,7,0,170,365
Tapu Koko,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,115,3840,70,570,3,Land Spirit Pokémon,85,1250000,70,155,1.8,Tapu Koko,,785,95,75,130,electric,fairy,20.5,7,1,170,455
Butterfree,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,3840,70,395,45,Butterfly Pokémon,50,1000000,60,110,1.1,Butterfree,50,12,90,80,70,bug,flying,32,1,0,170,350
Magcargo,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,50,5120,70,430,75,Lava Pokémon,120,1000000,60,180,0.8,Magcargo,50,219,90,80,30,fire,rock,55,2,0,170,380
Serperior,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,Regal Pokémon,95,1059860,75,170,3.3,Serperior,88.1,497,75,95,113,grass,,63,5,0,170,453
Incineroar,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,115,3840,70,530,45,Heel Pokémon,90,1059860,95,185,1.8,Incineroar,88.1,727,80,90,60,fire,dark,83,7,0,170,415
Ferrothorn,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,94,5120,70,489,90,Thorn Pod Pokémon,131,1000000,74,205,1,Ferrothorn,50,598,54,116,20,grass,steel,110,5,0,170,395
Salazzle,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,64,5120,70,480,45,Toxic Lizard Pokémon,60,1000000,68,128,1.2,Salazzle,0,758,111,60,117,poison,fire,22.2,7,0,171,416
Heatmor,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,5120,70,484,90,Anteater Pokémon,66,1000000,85,151,1.4,Heatmor,50,631,105,66,65,fire,,58,5,0,171,387
Brionne,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,3840,70,420,45,Pop Star Pokémon,69,1059860,60,129,0.6,Brionne,88.1,729,91,81,50,water,,17.5,7,0,172,351
Yanmega,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,Ogre Darner Pokémon,86,1000000,86,172,1.9,Yanmega,50,469,116,56,95,bug,flying,51.5,4,0,172,439
Maractus,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,461,255,Cactus Pokémon,67,1000000,75,142,1,Maractus,50,556,106,67,60,grass,,28,5,0,173,375
